"volume","chapter","japanese_title","romanized_title","viz_title","pages","release_date","anime"
"79",786,"ギャッツ","Gyattsu","Gyats",17,2015-05-18,"Episode 728 (p. 2-11)Episode 729 (p. 11-17)"
"79",787,"4分前","Yon-pun Mae","Four Minutes Before",17,2015-05-25,"Episode 729 (p. 2-9)Episode 730 (p. 10-17)"
"79",788,"私の戦い","Watashi no Tatakai","My Battle",17,2015-06-01,"Episode 730 (p. 2-8)Episode 731 (p. 9-17)"
"79",789,"LUCY!!","Rūshī!!","LUCY!!",19,2015-06-08,"Episode 731 (p. 2-5)Episode 732 (p. 6-19)"
"79",790,"天と地","Ten to Chi","Heaven and Earth",19,2015-06-22,"Episode 733 (p. 3-19)"
"79",791,"ガレキ","Gareki","Rubble",17,2015-06-29,"Episode 734 (p. 2-17)"
"79",792,"土下座","Dogeza","On Hands and Knees",15,2015-07-06,"Episode 735 (p. 2-15)"
"79",793,"虎と犬","Tora to Inu","Tiger and Dog",15,2015-07-13,"Episode 736 (p. 2-15)"
"79",794,"サボの冒険","Sabo no Bōken","Sabo's Adventure",15,2015-07-18,"Episode 737 (p. 2-7)Episode 738 (p. 7-15)"
"79",795,"自殺","Jisatsu","Suicide",17,2015-08-03,"Episode 738 (p. 2-3)Episode 739 (p. 4-17)"
"80",796,"兵隊さんの決意","Heitai-san no Ketsui","Soldier's Conviction",19,2015-08-10,"Episode 740 (p. 3-15)Episode 741 (p. 16-19)"
"80",797,"レベッカ","Rebekka","Rebecca",17,2015-08-24,"Episode 741 (p. 2-11)Episode 742 (p. 12-17)"
"80",798,"ハート","Hāto","Heart",17,2015-08-31,"Episode 742 (p. 2-8)Episode 743 (p. 9-17)"
"80",799,"親と子","Oya to Ko","Father and Sons",17,2015-09-07,"Episode 743 (p. 2-7)Episode 744 (p. 7-17)"
"80",800,"子分盃","Kobun Sakazuki","Sons' Cups",17,2015-09-19,"Episode 745 (p. 2-17)"
"80",801,"開幕宣言","Kaimaku Sengen","Opening Speech",17,2015-09-28,"Episode 746 (p. 2-17)"
"80",802,"ゾウ","Zō","Zou",17,2015-10-05,"Episode 747 (p. 3-5)Episode 751 (p. 5-7, 12-17)Episode 752 (p. 7-11)"
"80",803,"登象","Tozō","Elephant Climbing",13,2015-10-10,"Episode 752 (p. 2-11)Episode 753 (p. 12-13)"
"80",804,"象の背の国の冒険","Zō no Se no Kuni no Bōken","Adventure in the Land Atop the Elephant's Back",17,2015-10-26,"Episode 753 (p. 2-17)"
"80",805,"ミンク族","Minku-zoku","The Minks",17,2015-11-02,"Episode 754 (p. 2-17)"
"80",806,"右腹の砦にて","Ubara no Toride nite","At Rightflank Fortress",17,2015-11-09,"Episode 755 (p. 2-17)"
"81",807,"10日前","Tōka Mae","Ten Days Earlier",17,2015-11-21,"Episode 756 (p. 2-15)Episode 757 (p. 15-17)"
"81",808,"イヌアラシ公爵","Inuarashi Kōshaku","Duke Dogstorm",17,2015-11-30,"Episode 757 (p. 2-11)Episode 758 (p. 12-17)Episode 760 (p. 17)"
"81",809,"ネコマムシの旦那","Nekomamushi no Danna","The Cat Viper",19,2015-12-07,"Episode 758 (p. 3-10)Episode 759 (p. 11-19)Episode 760 (p. 3)"
"81",810,"ぐるわらの一味、上陸","Guruwara no Ichimi, Jōriku","The Twirly Hat Crew Arrives",17,2015-12-21,"Episode 759 (p. 2-5)Episode 760 (p. 5-17)"
"81",811,"ROKO","Roko","Roko",19,2016-01-04,"Episode 761 (p. 3-16)Episode 762 (p. 17-19)"
"81",812,"カポネ・“ギャング”ベッジ","Kapone ""Gyangu"" Bejji","Capone ""Gang"" Bege",17,2016-01-18,"Episode 762 (p. 2-10)Episode 763 (p. 10-17)"
"81",813,"お茶会の招待状","Ochakai no Shōtaijō","Tea Party Invitation",17,2016-01-25,"Episode 763 (p. 2-10)Episode 764 (p. 10-17)"
"81",814,"ネコマムシの旦那に会いに行こう","Nekomamushi no Dan'na ni Ai ni Yukō","Let's Go See The Cat Viper",17,2016-02-01,"Episode 764 (p. 2-9)Episode 765 (p. 2-3, 10-17)"
"81",815,"おれも連れてけ!!","Ore mo Tsureteke!!","Take Me with You!!",17,2016-02-08,"Episode 765 (p. 2)Episode 766 (p. 2-17)"
"81",816,"イヌVSネコ","Inu Bāsasu Neko","Dog vs. Cat",17,2016-02-15,"Episode 767 (p. 2-17)"
"82",817,"霧の雷ぞう","Kiri no Raizō","Raizo of the Mist",19,2016-02-29,"Episode 768 (p. 3-14)Episode 769 (p. 15-19)"
"82",818,"くじらの中で","Kujira no Naka de","Inside the Whale",17,2016-03-07,"Episode 769 (p. 2-7)Episode 770 (p. 8-17)"
"82",819,"光月家跡取り・モモの助","Kōzuki-ke Atotori Momonosuke","Momonosuke, Heir to the Kozuki Clan",17,2016-03-14,"Episode 770 (p. 2)Episode 771 (p. 2-13)Episode 772 (p. 14-17)"
"82",820,"犬と猫に歴史あり","Inu to Neko ni Rekishi Ari","Cats and Dogs Have a History",17,2016-03-19,"Episode 772 (p. 2-10)Episode 773 (p. 11-17)"
"82",821,"承知した","Shōchi Shita","Understood",19,2016-04-04,"Episode 773 (p. 3-7)Episode 774 (p. 7-19)"
"82",822,"下象","Gezō","Descending the Elephant",17,2016-04-11,"Episode 776 (p. 2-17)"
"82",823,"ざわつく世界","Zawatsuku Sekai","The World is Restless",17,2016-04-18,"Episode 777 (p. 2-8, 10-13)Episode 778 (p. 8-9, 13-17)"
"82",824,"気まぐれ","Kimagure","Whim",19,2016-04-25,"Episode 779 (p. 3-15)Episode 783 (p. 16-19)"
"82",825,"世経の絵物語","Sekei no Emonogatari","Comic Strip",13,2016-05-09,"Episode 783 (p. 2-9)Episode 784 (p. 9-13)"
"82",826,"0と4","Rei to Yon","0 and 4",17,2016-05-23,"Episode 784 (p. 2-8)Episode 785 (p. 8-17)"
"82",827,"トットランド","Totto Rando","Totto Land",17,2016-05-30,"Episode 785 (p. 2-3, 5)Episode 786 (p. 3-17)"
"83",828,"1と2","Ichi to Ni","1 and 2",17,2016-06-06,"Episode 787 (p. 2-13)Episode 788 (p. 14-17)"
"83",829,"海賊「四皇」シャーロット・リンリン","Kaizoku ""Yonkō"" Shārotto Rinrin","Emperor of the Sea, Charlotte Linlin",18,2016-06-20,"Episode 788 (p. 3-10)Episode 789 (p. 10-18)"
"83",830,"賭けられる男","Kakerareru Otoko","A Man You Can Bet On",17,2016-06-27,"Episode 790 (p. 2-17)"
"83",831,"不思議な森の冒険","Fushigi na Mori no Bōken","Adventure in the Mysterious Forest",17,2016-07-04,"Episode 791 (p. 2-14)Episode 792 (p. 15-17)"
"83",832,"ジェルマ王国","Jeruma Ōkoku","Kingdom of Germa",19,2016-07-16,"Episode 792 (p. 3-12)Episode 793 (p. 13-19)"
"83",833,"ヴィンスモーク・ジャッジ","Vinsumōku Jajji","Vinsmoke Judge",19,2016-07-25,"Episode 793 (p. 3-10)Episode 794 (p. 10-19)"
"83",834,"おれの夢","Ore no Yume","My Dream",17,2016-08-01,"Episode 794 (p. 2-3)Episode 795 (p. 4-17)"
"83",835,"魂の国","Tamashii no Kuni","Kingdom of Soul",19,2016-08-08,"Episode 796 (p. 3-17)Episode 797 (p. 17-19)"
"83",836,"ローラがくれた命の紙（ビブルカード）","Rōra ga Kureta Biburu Kādo","Lola's Vivre Card",15,2016-08-22,"Episode 797 (p. 2-13)Episode 798 (p. 14-15)"
"83",837,"ルフィvs将星クラッカー","Rufi Bāsasu Shōsei Kurakkā","Luffy vs. Cracker the General",17,2016-08-29,"Episode 798 (p. 2-12)Episode 799 (p. 13-17)"
"83",838,"チョニキ","Choniki","Chobro",17,2016-09-05,"Episode 799 (p. 2-9)Episode 800 (p. 10-17)"
"84",839,"くそお世話になりました (Volume)クソお世話になりました (Magazine)","Kuso Osewa ni Narimashita","I Owe You My Life!",17,2016-09-17,"Episode 800 (p. 2-6)Episode 801 (p. 7-14)Episode 802 (p. 15-17)"
"84",840,"鉄仮面","Tekkamen","The Iron Mask",17,2016-09-26,"Episode 802 (p. 2-7)Episode 803 (p. 8-17)"
"84",841,"“東の海（イーストブルー）”へ","Īsuto Burū e","To the East Blue",17,2016-10-03,"Episode 804 (p. 2-14)Episode 805 (p. 15-17)"
"84",842,"満腹の力","Manpuku no Chikara","The Power of a Full Stomach",15,2016-10-08,"Episode 805 (p. 2-9)Episode 806 (p. 9-15)"
"84",843,"ヴィンスモーク・サンジ","Vinsumōku Sanji","Vinsmoke Sanji",19,2016-10-24,"Episode 806 (p. 3-11)Episode 807 (p. 11-13, 17-19)Episode 808 (p. 14-16)"
"84",844,"ルフィvs.サンジ (Volume)ルフィVSサンジ (Magazine)","Rufi Bāsasu Sanji","Luffy vs. Sanji",17,2016-10-31,"Episode 808 (p. 2-17)"
"84",845,"怒りの軍団","Ikari no Gundan","Forces of Rage",17,2016-11-07,"Episode 809 (p. 2-11)Episode 810 (p. 12-17)"
"84",846,"タマゴの警備","Tamago no Keibi","Tamago Security",17,2016-11-21,"Episode 811 (p. 2-11)Episode 812 (p. 12-17)"
"84",847,"ルフィとビッグ・マム","Rufi to Biggu Mamu","Luffy and Big Mom",17,2016-11-28,"Episode 812 (p. 2-10)Episode 813 (p. 10-17)"
"84",848,"さよなら","Sayonara","Goodbye",19,2016-12-05,"Episode 813 (p. 3-7)Episode 814 (p. 8-18)Episode 815 (p. 18-19)"
"85",849,"鏡の国のチョニキ","Kagami no Kuni no Choniki","Chobro in the Land of Mirrors",17,2016-12-12,"Episode 814 (p. 3-6)Episode 815 (p. 2, 7-17)"
"85",850,"一筋の光","Hitosuji no Hikari","A Ray of Light",17,2016-12-26,"Episode 816 (p. 2-3, 5, 7-11)Episode 817 (p. 4, 6, 12-17)"
"85",851,"シケモク","Shikemoku","Dog-End",17,2017-01-07,"Episode 817 (p. 3-7)Episode 818 (p. 8-17)"
"85",852,"ジェルマの失敗作","Jeruma no Shippaisaku","Germa's Failure",17,2017-01-16,"Episode 819 (p. 2-13)Episode 820 (p. 14-17)"
"85",853,"ここじゃねェ","Koko ja nē","Not Here",17,2017-01-30,"Episode 820 (p. 2-9)Episode 821 (p. 10-17)"
"85",854,"何やってんだ","Nani Yattenda","What Are You Doing?",17,2017-02-06,"Episode 821 (p. 2-3)Episode 822 (p. 4-17)"
"85",855,"ぐぎゅるるる!!!","Gugyurururu!!!","Glurrgle!!!",17,2017-02-13,"Episode 823 (p. 2-12)Episode 824 (p. 13-17)"
"85",856,"ウソつき","Usotsuki","Liar",17,2017-02-20,"Episode 824 (p. 2-7)Episode 825 (p. 8-17)"
"85",857,"ルーク","Rūku","Rook",17,2017-03-06,"Episode 826 (p. 2-15)Episode 827 (p. 16-17)"
"85",858,"会議","Kaigi","Meeting",19,2017-03-13,"Episode 827 (p. 3-15)Episode 828 (p. 14-19)"
"86",859,"四皇暗殺作戦","Yonkō Ansatsu Sakusen","Emperor Assassination Plan",17,2017-03-18,"Episode 828 (p. 2-11)Episode 829 (p. 11-17)"
"86",860,"10:00 開宴","Jū-ji Kaien","10:00 Start",17,2017-03-27,"Episode 829 (p. 2-6)Episode 830 (p. 7-17)"
"86",861,"演技派","Engi-ha","Veteran Actor",17,2017-04-03,"Episode 831 (p. 2-17)"
"86",862,"頭脳派","Zunō-ha","Cerebral",17,2017-04-17,"Episode 832 (p. 2-17)"
"86",863,"義侠派","Gikyō-ha","The Honorable",19,2017-04-24,"Episode 833 (p. 3-19)"
"86",864,"ヴィンスモーク家皆殺し計画","Vinsumōku-ke Minagoroshi Keikaku","The Vinsmoke Massacre Plot",17,2017-05-08,"Episode 885 (p. 1)Episode 834 (p. 2-17)"
"86",865,"ねぇマザー","Nē Mazā","Hey, Mother",17,2017-05-15,"Episode 885 (p. 1)Episode 835 (p. 2-17)"
"86",866,"NATURAL BORN DESTROYER","Nachuraru Bōn Desutoroiyā","Natural Born Destroyer",17,2017-05-29,"Episode 885 (p. 1)Episode 836 (p. 2-17)"
"86",867,"HAPPY BIRTHDAY","Happī Bāsudē","Happy Birthday",17,2017-06-05,"Episode 837 (p. 2-17)"
"86",868,"KXランチャー","Kē-Ekkusu Ranchā","KX Launcher",17,2017-06-12,"Episode 885 (p. 1)Episode 838 (p. 2-15)Episode 839 (p. 16-17)"
"86",869,"籠城","Rōjō","Castling",19,2017-06-19,"Episode 839 (p. 2-16)Episode 840 (p. 17-19)"
"87",870,"訣別","Ketsubetsu","Parting",17,2017-07-03,"Episode 885 (p. 1)Episode 840 (p. 2-13)Episode 841 (p. 14-17)"
"87",871,"がんばれシーザー!!","Ganbare Shīzā!!","You Can Do It, Caesar!!",17,2017-07-10,"Episode 885 (p. 1)Episode 841 (p. 2-11)Episode 842 (p. 12-17)"
"87",872,"とろふわ","Torofuwa","Thick and Fluffy",19,2017-07-15,"Episode 842 (p. 3-9)Episode 843 (p. 10-19)"
"87",873,"八方塞菓子","Happō Fusa-gashi","Recipe For Disaster",17,2017-07-24,"Episode 843 (p. 2-7)Episode 844 (p. 6-17)"
"87",874,"私のしもべになりなさい","Watashi no Shimobe ni Narinasai","Be My Servant",19,2017-08-07,"Episode 844 (p. 3-5)Episode 845 (p. 5-19)"
"87",875,"女の仁義","Onna no Jingi","A Woman's Honor",17,2017-08-21,"Episode 846 (p. 2-14)Episode 847 (p. 14-17)"
"87",876,"プリン、偶然現る!!","Purin, Gūzen Arawaru!!","Pudding Coincidentally Appears!!",17,2017-08-28,"Episode 847 (p. 2-12)Episode 848 (p. 12-17)"
"87",877,"甘くない","Amakunai","Bittersweet",17,2017-09-04,"Episode 848 (p. 2-9)Episode 849 (p. 10-17)"
"87",878,"ミンク族 侠客団（ガーディアンズ） 団長ペドロ","Minku-zoku Gādianzu Danchō Pedoro","Commander Pedro of the Mink Guardians",19,2017-09-16,"Episode 849 (p. 3-5)Episode 850 (p. 6-19)"
"87",879,"ビッグ・マム「スイート3将星」 カタクリ","Biggu Mamu ""Suīto San Shōsei"" Katakuri","Big Mom's Sweet 3 General, Katakuri",17,2017-09-25,"Episode 851 (p. 2-15)Episode 852 (p. 15-17)"
"88",880,"退路0","Tairo Zero","Zero Escape",17,2017-10-02,"Episode 852 (p. 2-12)Episode 853 (p. 13-17)"
"88",881,"波の部屋","Nami no Heya","Wave Room",17,2017-10-07,"Episode 853 (p. 2-10)Episode 854 (p. 11-17)"
"88",882,"四皇の想定外","Yonkō no Sōtei-gai","Beyond the Emperor's Expectations",17,2017-10-23,"Episode 854 (p. 2-8)Episode 855 (p. 8-17)"
"88",883,"おやつの時間（メリエンダ）","Merienda","Merienda",17,2017-10-30,"Episode 855 (p. 2-5)Episode 856 (p. 5-17)"
"88",884,"誰だ","Dare da","Who Is That?",17,2017-11-06,"Episode 857 (p. 2-15)Episode 858 (p. 15-17)"
"88",885,"ブリュレだよっ!!!","Buryure dayo!!!","I'm Brulee!!!",17,2017-11-13,"Episode 858 (p. 2-9, 14-17)Episode 859 (p. 10-13)"
"88",886,"生き様でちゅよ","Ikizama dechu yo","Way of Life",19,2017-11-27,"Episode 859 (p. 3-12)Episode 860 (p. 12-19)"
"88",887,"どこかで誰かが君の幸せを願ってる","Dokoka de Dareka ga Kimi no Shiawase o Negatteru","Someone Somewhere is Wishing for Your Happiness",17,2017-12-04,"Episode 860 (p. 2-8)Episode 861 (p. 8-17)"
"88",888,"獅子","Shishi","Lion",17,2017-12-11,"Episode 885 (p. 1)Episode 861 (p. 2, 4-7)Episode 862 (p. 2-3, 6-17)"
"88",889,"未知のママ","Michi no Mama","Unfamiliar Mama",17,2017-12-25,"Episode 862 (p. 2-5)Episode 863 (p. 6-17)"
"89",890,"船の上のビッグ・マム","Fune no Ue no Biggu Mamu","Big Mom on the Ship",19,2018-01-04,"Episode 863 (p. 3-5)Episode 864 (p. 4-18)Episode 865 (p. 18-19)"
"89",891,"信じられてる","Shinjirareteru","They Believe in Me",17,2018-01-15,"Episode 865 (p. 2-11)Episode 866 (p. 12-17)"
"89",892,"強敵認定","Kyōteki Nintei","Threat Confirmed",17,2018-01-29,"Episode 866 (p. 2-9)Episode 867 (p. 9-17)"
"89",893,"C (シャーロット) 家36女フランペ","Shārotto-ke Sanjūroku-jo Furanpe","Flampe, 36th Daughter of Charlotte",17,2018-02-05,"Episode 867 (p. 2-8)Episode 868 (p. 8-17)"
"89",894,"0時5分","Rei-ji Go-fun","12:05",17,2018-02-10,"Episode 865 (p. 2-3)Episode 868 (p. 9-12)Episode 869 (p. 3-8, 11, 13-17)"
"89",895,"海賊ルフィVS将星カタクリ","Kaizoku Rufi Bāsasu Shōsei Katakuri","Luffy the Pirate vs. General Katakuri",17,2018-02-19,"Episode 870 (p. 2-17)"
"89",896,"最後のお願い","Saigo no Onegai","One Last Thing",17,2018-03-05,"Episode 871 (p. 2-17)"
"89",897,"ペコムズのカカオ島脱出作戦","Pekomuzu no Kakao-tō Dasshutsu Sakusen","Pekoms's Cacao Island Escape Plan",17,2018-03-12,"Episode 872 (p. 2-17)"
"89",898,"必ず戻る","Kanarazu Modoru","I Will Return",17,2018-03-19,"Episode 873 (p. 2-17)"
"89",899,"最後の砦","Saigo no Toride","The Final Fortress",17,2018-03-26,"Episode 874 (p. 2-17)"
"89",900,"BADEND MUSICAL","Baddoendo Myūjikaru","Bad End Musical",19,2018-04-02,"Episode 875 (p. 3-19)"
"90",901,"死んでも死ぬなよ!!!","Shindemo Shinunayo!!!","Don't Let Even Death Stop You!!!",17,2018-04-16,"Episode 876 (p. 2-17)"
"90",902,"END ROLL","Endo Rōru","End Roll",19,2018-04-23,"Episode 871 (p. 10)Episode 877 (p. 3-19)"
"90",903,"5番目の皇帝","Go-banme no Kōtei","Fifth Emperor",17,2018-05-02,"Episode 885 (p. 1)Episode 878 (p. 2-8)Episode 879 (p. 5, 8-17)"
"90",904,"革命軍全軍隊長登場","Kakumei-gun Zengun Taichō Tōjō","Introducing the Revolutionary Army Captains",15,2018-05-14,"Episode 885 (p. 1)Episode 880 (p. 2-15)"
"90",905,"美しい世界","Utsukushii Sekai","What a Beautiful World",17,2018-05-28,"Episode 881 (p. 2-4)Episode 882 (p. 5-7, 14-15)Episode 883 (p. 8-14, 16-17)"
"90",906,"聖地マリージョア","Seichi Marījoa","Sacred Marijoa",17,2018-06-04,"Episode 884 (p. 2-10)Episode 885 (p. 11-17)"
"90",907,"虚の玉座","Kara no Gyokuza","The Empty Throne",17,2018-06-11,"Episode 886 (p. 7-16)Episode 887 (p. 2-6, 16-17)"
"90",908,"世界会議（レヴェリー）開幕","Reverī Kaimaku","The Reverie Begins",17,2018-06-18,"Episode 888 (p. 2-9)Episode 889 (p. 10-17)"
"90",909,"切腹","Seppuku","Seppuku",17,2018-07-02,"Episode 890 (p. 2-7)Episode 892 (p. 8-17)"
"90",910,"いざワノ国へ","Iza Wano Kuni e","Onward to Wano",17,2018-07-09,"Episode 891 (p. 2-14)Episode 892 (p. 14-16)Episode 893 (p. 16-17)"
"91",911,"侍の国の冒険","Samurai no Kuni no Bōken","Adventure in the Land of Samurai",19,2018-07-14,"Episode 893 (p. 3-11)Episode 894 (p. 12-19)"
"91",912,"編笠村","Amigasa-mura","Amigasa Village",19,2018-07-23,"Episode 894 (p. 3-7)Episode 897 (p. 8-19)"
"91",913,"鶴の恩返し","Tsuru no Ongaeshi","The Crane Returns the Favor",17,2018-08-06,"Episode 898 (p. 2-11)Episode 899 (p. 10-17)"
"91",914,"おこぼれ町","Okobore-chō","Okobore Town",17,2018-08-20,"Episode 900 (p. 2-13)Episode 901 (p. 13-17)"
"91",915,"博羅町","Bakura-chō","Bakura Town",17,2018-08-27,"Episode 899 (p. 14)Episode 901 (p. 2-7)Episode 902 (p. 8-17)"
"91",916,"ワノ国大相撲","Wano Kuni Ōzumō","Wano Sumo",19,2018-09-03,"Episode 902 (p. 3-6)Episode 903 (p. 6-15)Episode 904 (p. 11, 15-19)"
"91",917,"食糧宝船","Shokuryō Takarabune","Food Treasure Barge",17,2018-09-15,"Episode 904 (p. 2-5)Episode 905 (p. 6-17)"
"91",918,"ルフィ太郎の恩返し","Rufitarō no Ongaeshi","Luffytaro Returns the Favor",17,2018-09-22,"Episode 906 (p. 2-11)"
"91",919,"おでん城跡","Oden-jō Ato","The Ruins of Oden Castle",17,2018-10-01,NA
"91",920,"おでんが好き","Oden ga Suki","For Love of Oden",17,2018-10-06,NA
"91",921,"酒天丸","Shutenmaru","Shutenmaru",19,2018-10-22,NA
"92",922,"百獣海賊団総督 カイドウ","Hyakujū Kaizokudan Sōtoku Kaidō","Supreme Commander Kaido of the Animal Kingdom Pirates",17,2018-10-29,NA
"92",923,"四皇カイドウVS（バーサス）ルフィ","Yonkō Kaidō Bāsasu Rufi","Emperor of the Sea Kaido vs. Luffy",17,2018-11-05,NA
"92",924,"は","Ha","Huh",15,2018-11-12,NA
"92",925,"ブランク","Buranku","Absence",17,2018-11-26,NA
"92",926,"囚人採掘場","Shūjin Saikutsujō","Excavation Labor Camp",17,2018-12-03,NA
"92",927,"禿のおトコ","Kamuro no O-Toko","Otoko the Kamuro",15,2018-12-10,NA
"92",928,"花魁小紫登場","Oiran Komurasaki Tōjō","Introducing Komurasaki the Oiran",17,2018-12-22,NA
"92",929,"ワノ国将軍 黒炭オロチ","Wano Kuni Shōgun - Kurozumi Orochi","Shogun of Wano, Kurozumi Orochi",18,2019-01-07,NA
"92",930,"えびす町","Ebisu-chō","Ebisu Town",17,2019-01-21,NA
"92",931,"おそばマスク","O-Soba Masuku","Soba Mask",17,2019-02-04,NA
"93",932,"将軍と花魁","Shōgun to Oiran","Shogun and Oiran",17,2019-02-09,NA
"93",933,"武士の情け","Bushi no Nasake","A Warrior's Mercy",17,2019-02-18,NA
"93",934,"花のヒョウ五郎","Hana no Hyōgorō","Hyogoro The Flower",15,2019-02-25,NA
"93",935,"QUEEN","Kuīn","Queen",17,2019-03-11,NA
"93",936,"大相撲インフェルノ","Ōzumō Inferuno","Sumo Inferno",17,2019-03-18,NA
"93",937,"おいはぎ橋の牛鬼丸","Oihagi-bashi no Gyūkimaru","Gyukimaru on Bandit's Bridge",17,2019-03-25,NA
"93",938,"女の秘密","On'na no Himitsu","A Woman's Secret",13,2019-04-01,NA
"93",939,"老（お）いたる豹（ひょう）は路（みち）を忘（わす）れず","Oitaru Hyō wa Michi o Wasurezu","The Old Leopard Never Forgets the Way",17,2019-04-15,NA
"93",940,"反逆の火種","Hangyaku no Hidane","Sparks of Rebellion",17,2019-04-22,NA
"93",941,"えびす町の人気者","Ebisu-chō no Ninkimono","The Star of Ebisu",17,2019-04-27,NA
"93",942,"“白舞大名”霜月康イエ","""Hakumai Daimyō"" Shimotsuki Yasuie","Daimyo of Hakumai, Shimotsuki Yasuie",17,2019-05-13,NA
"94",943,"SMILE（スマイル）","Sumairu","SMILE",17,2019-05-27,NA
"94",944,"相棒","Aibō","Partner",17,2019-06-03,NA
"94",945,"おリン","O-Rin","Olin",19,2019-06-10,NA
"94",946,"クイーンVS（バーサス）おリン","Kuīn Bāsasu O-Rin","Queen vs. Olin",17,2019-06-24,NA
"94",947,"クイーンの賭け","Kuīn no Kake","Queen's Gamble",17,2019-07-01,NA
"94",948,"“河童の河松”登場","""Kappa no Kawamatsu"" Tōjō","Introducing Kawamatsu the Kappa",17,2019-07-08,NA
"94",949,"ミイラ","Miira","Mummy",19,2019-07-22,NA
"94",950,"兵どもが夢","Tsuwamono-domo ga Yume","A Soldier's Dream",17,2019-07-29,NA
"94",951,"RAMPAGE","Ranpeiji","Rampage",19,2019-08-05,NA
"94",952,"日和と河松","Hiyori to Kawamatsu","Hiyori and Kawamatsu",17,2019-08-19,NA
"94",953,"一度狐","Ichidogitsune","Once a Fox",17,2019-08-26,NA
"TBA",954,"龍に翼を得たる如し","Ryū ni Tsubasa o Etaru Gotoshi","Like a Dragon Given Wings",15,2019-09-02,NA
"TBA",955,"閻魔","Enma","Enma",17,2019-09-14,NA
"TBA",956,"ビッグニュース","Biggu Nyūsu","Big News",17,2019-09-21,NA
"TBA",957,"ULTIMATE（アルティメット）","Arutimetto","Ultimate",19,2019-09-30,NA
"TBA",958,"約束の港","Yakusoku no Minato","The Promised Port",15,2019-10-07,NA
"TBA",959,"侍","Samurai",NA,NA,NA,NA
