"title","author","rank_score","rating","n_reviews","n_pages","year","first_published","publisher","characters","language","series","setting","description"
"Gajah Mada (Gajah Mada, #1)","Langit Kresna Hariadi",3707,3.95,166,582,2004,NA,"Tiga Serangkai",NA,"Indonesian","Gajah Mada #1","Indonesia","Damai yang senantiasa menyelimuti tiba-tiba koyak. Lepas pelukan mimpi tidak mungkin dituntaskan karena genderang perang membangunkan isi kehidupan Majapahit. Pada sebuah fajar yang masih beku, para Rakrian Dharmaputra Winehsuka menebar tembang duka. Ra Kuti menaburkan aroma pembantaian, pemerkosaan, dan penjarahan. Kemegahan bumi Wilwatika seketika porak-poranda. Akan tet"
"Soul Travellers: Turning Miles into Memories","Andre Mokalu",3600,4.84,93,446,2017,NA,"Gramedia Widiasarana Indonesia",NA,"Indonesian",NA,NA,"Buku yang berjudul Soul Travellers: Turning Miles into Memories adalah kumpulan dari 39 penulis berasal Indonesia yang berbagi kisah their life-changing trips dari berbagai kota di dunia. Pembuatan kompilasi esai ini bertujuan untuk berbagi semangat dan inspirasi kepada generasi muda Indonesia untuk travelling aboard dan finding the meaning of life sebagai proses pendewasa"
"Lagak Jakarta: 100 'Tokoh' yang Mewarnai Jakarta","Benny Rachmadi",3462,3.99,120,160,2008,NA,"KPG","Beni & Mice","Indonesian",NA,NA,"Siapakah tokoh yang paling berpengaruh di Jakarta? Benny dan Mice mengajukan 100 tokoh yang paling banyak menyumbang dalam peri kehidupan Jakarta sehari-hari.Bisa jadi, Anda lah salah seorang di antara mereka."
"Jalan Raya Pos, Jalan Daendels","Pramoedya Ananta Toer",3382,3.74,157,148,2006,2005,"Lentera Dipantara",NA,"Indonesian",NA,NA,"Sebuah buku tentang kesaksian. Dan buku ini adalah kesaksian tentang peristiwa genosida kemanusiaan paling mengerikan di balik pembangunan Jalan Raya Pos atau yang lebih dikenal dengan Jalan Daendels; jalan yang membentang 1000 kilometer sepanjang utara pulau Jawa, dari Anyer hingga Panarukan. Inilah satu dari beberapa kisah tragedi kerjapaksa terbesar sepanjang sejarah di"
"Dibawah Bendera Revolusi : Jilid 1","Sukarno",3317,4.25,51,671,1960,NA,NA,NA,"Indonesian","Dibawah Bendera Revolusi","Indonesia","“Berikan aku 1000 orangtua niscaya akan kucabut semeru dari akarnya, berikan aku 1 pemuda niscaya akan kuguncangkan dunia.”(Bung Karno)Sekali Lagi: Bukan ”Jangan Banyak Bicara, Bekerjalah.” tetapi ”Banyak Bicara, Banyak Bekerja!” (Bung Karno “Fikiran Rakyat”, 1933)Buku Dibawah Bendera Revolusi (DBR) Jilid I menghimpun tulisan-tulisan Bung Karno dalam masa revolusi menuju I"
"Catatan Hati Seorang Istri","Asma Nadia",3296,3.92,217,212,2007,2007,"Lingkar Pena Publishing House",NA,"Indonesian",NA,NA,"""Assalamu'alaikum, mba kamu benar-benar memberikan begitu banyak pencerahan bagi keutuhan rumah tangga kami yang hampir karam... tanpa kata tanpa bersua. Dua buah buku (Catatan Hati Seorang Istri dan Karenamu Aku Cemburu) menjadi jembatan pembuka bagi kami membuka diri. Subhanallah ibrah tutur tulisan dari mba telah membuka mata hati kami."" (ruslirose.multiply.com dikutip"
"Dari Ave Maria ke Jalan Lain ke Roma","Idrus",3294,3.84,82,155,1990,1948,"Balai Pustaka",NA,"Indonesian",NA,NA,"Buku ini berisi sekumpulan cerita yang tidak saling berhubungan tetapi memiliki setting yang sama, yaitu masa perjuangan Indonesia yang berkisar sekitar pendudukan Jepang sampai kedatangan Sekutu. Berikut beberapa judul yang ditulis oleh Idrus, yaitu Ave Maria, Kejahatan Membalas Dendam, Kota Harmoni, Jawa Baru, Pasar Malam Jaman Jepang, Sanyo, Fujinkai, Oh..oh..oh..!, Hei"
"Badai Pasti Berlalu","Marga T.",3178,3.62,39,480,1998,1974,"Gramedia","Siska, Leo, Helmi","Indonesian",NA,NA,"Siska patah hati. Tunangannya membatalkan perkawinan mereka dan menikah dengan gadis lain. Kehilangan semangat hidup, Siska keluar dari pekerjaannya dan hidup menyendiri.Leo, teman karib abang Siska, mendekatinya. Sebenarnya Leo yang dikenal sebagai Don Juan mempunyai motif tersendiri untuk membangkitkan semangat hidup Siska yang sudah terlelap dalam apati dan beku bagaika"
"Bilangan Fu","Ayu Utami",3148,3.87,313,548,2008,2008,"Kepustakaan Populer Gramedia","Parang Jati, Sandi Yuda","Indonesian","Bilangan Fu #1","Indonesia","Yuda, ""si iblis"", seorang pemanjat tebing dan petaruh yang melecehkan nilai-nilai masyarakat. Parang Jati, ""si malaikat"", seorang pemuda berjari duabelas yang dibentuk oleh ayah angkatnya untuk menanggung duka dunia. Marja, ""si manusia"", seorang gadis bertubuh kuda feji dan berjiwa matahari.Mereka terlibat dalam segitiga cinta yang lembut, di antara pengalaman-pengalaman k"
"Mereka Bilang, Saya Monyet!","Djenar Maesa Ayu",2899,3.22,169,150,2002,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"Sepanjang hidup saya melihat manusia berkaki empat. Berekor anjing, babi atau kerbau. Berbulu serigala, landak, atau harimau. Dan berkepala ular, banteng, atau keledai. Namun tetap saja mereka bukan binatang. Cara mereka menyantap hidangan di depan meja makan sangat benar. Cara mereka berbicara selalu menggunakan bahasa dan sikap yang sopan. Dan mereka membaca buku-buku be"
"Lupus Kecil (Lupus Kecil, #1)","Hilman Hariwijaya",2889,3.47,31,112,1989,1989,"PT Gramedia Pustaka Utama","Lupus","Indonesian","Lupus Kecil #1",NA,"LUPUS selalu ada-ada saja ternyata. Dia selalu ada bila di situ banyak kembang gula. Anak ini suka sekali kembang gula. Tau kembang gula? Itu lho, makanan yang terbuat dari kembang, yang diatasnya ditaburi gula.hihihi...Dan sekali caplok, mulut Lupus bisa memuat lima atau enam kembang gula. Bukannya serakah, biar rasanya meriah kayak taman ria, ujar Lupus.Mungkin di antara"
"Sokola Rimba: Pengalaman Belajar Bersama Orang Rimba","Butet Manurung",2750,4.21,112,250,2007,NA,"INSISTPress",NA,"Indonesian",NA,NA,"“Membaca tulisan Butet saya merasa menjadi Orang Rimba. Sungguh, saya merasa tercerahkan. Selamat atas tulisan ini. Semoga Orang Rimba dan lingkungannya menjadi lebih baik lagi. Amin” (Iwan Fals, musisi)“Saya jadi ingat orang Baduy, Banten Selatan, yang tidak butuh sekolah. Kata mereka, mendingan bodoh daripada pintar buat minterin orang lain. Bagi saya, buku ini merupakan"
"Nyanyi Sunyi Seorang Bisu 2","Pramoedya Ananta Toer",2743,4.35,22,295,1997,1995,"Lentera",NA,"Indonesian",NA,NA,"Sebuah autobiografi yang cukup canti dan indah ditulis oleh Pram kepada naak-anaknya dan juag cerita jatuh bangunnya dalam klehiudpan dan rumahtangga. Dalam edidisi Bahasa Indonesia. Tapi ada edisi dalam Inggeris."
"Aku Ingin Jadi Peluru","Wiji Thukul",2734,4.21,74,223,2004,NA,"Indonesiatera",NA,"Indonesian",NA,NA,"Hanya satu kata, Lawan! Kalimat pendek itu lebih dikenal ketimbang Wiji Thukul, penyair yang menuliskan puisi perlawanan tersebut. Hanya satu kata, lawan! telah menjadi semacam roh bagi kebangkitan jiwa-jiwa yang mencoba menemukan kembali jati dirinya, yaitu sebuah kekuatan melawan rezim otoritarianisme. Ia telah menemukan api bagi sebuah simbol perlawanan. (Munir, Alm)"
"Partikel","Dee Lestari",2729,4.14,634,508,2012,NA,"Bentang Pustaka",NA,"Indonesian","Supernova #4",NA,"Di pinggir Kota Bogor, dekat sebuah kampung bernama Batu Luhur, seorang anak bernama Zarah, dan adiknya, Hara, dibesarkan secara tidak konvensional oleh ayahnya, dosen sekaligus ahli mikologi bernama Firas. Cara Firas mendidik anak-anaknya mengundang pertentangan dari keluarganya sendiri.Di balik itu semua, masih tersimpan berlapis misteri, di antaranya hubungan khusus Fir"
"Pengakuan Pariyem","Linus Suryadi",2665,3.87,71,244,1981,NA,"Sinar Harapan","Pariyem/iyem","Indonesian",NA,"Indonesia","Pariyem, nama saya // Lahir di Wonosari Gunung Kidul Pulau Jawa // Tapi kerja di kota pedalaman Ngayogyakarta // Umur saya 25 tahun sekarang // - tapi nuwun sewu // tanggal lahir saya lupa // Tapi saya ingat betul weton saya: // Wukunya Kuningan // di bawah lindungan bethara Indra // Jumat Wage waktunya // ketika hari bangun fajar.Pengakuan Pariyem adalah prosa liris perta"
"Senopati Pamungkas (Senopati Pamungkas #1)","Arswendo Atmowiloto",2502,3.99,48,1115,2003,1986,"Gramedia Pustaka Utama",NA,"Indonesian","Senopati Pamungkas #1","Indonesia","Baginda Raja Sri Kertanegara membawa Keraton Singasari ke puncak kejayaan yang tiada taranya pada awal sejarah keemasan. Pasukan Tartar yang berhasil menaklukkan dunia dipecundangi. Umbul-umbul berlambang singa berkibar ke seberang lautan.Idenya mendirikan Ksatria Pingitan, semacam asrama yang mendidik para prajurit sejak usia dini, menghasilkan banyak ksatria. Diantaranya"
"Sandal Jepit","Hilman Hariwijaya",2468,3.48,34,138,1989,1989,"Gramedia",NA,"Indonesian","Lupus #7","Indonesia","Oi, mau dengar cerita baru, gak? mau syukur, gak mau benzol... (hi hi hi, tawaran yang mematikan!) Gini lho, ternyata si lupis, eh lupus tu' kena penyakit sandal jepit mania. Nah, lho pada gak tau, kan? itu lo, penyakit kegilaan akan sandal jepit, ke mana-mana tu' anak selalu always pake sandal jepit. Ke lapangan basket, ke rumah temen, atau juga ke pesta-pesta perkawinan"
"Belenggu","Armijn Pane",2442,3.59,53,159,1999,1940,"Penerbit Dian Rakyat","Dr. Sukartono, Sumartini, Rohayah","Indonesian",NA,NA,"""Banyak yang hendak saya nyatakan, apakah yang dapat menghalangi saya, kalau menurut keyakinan saya, saya patut berbicara? Karena cara saya melahirkan keyakinan akan dicela setengah orang?Karena soal yang saya kemukakan, menurut setengah orang mesti didiamkan?Karena saya akan dihinakan orang?Karena saya akan dimaki?Kalau keyakinan sudah menjadi pohon beringin, robohlah seg"
"Orang-Orang di Persimpangan Kiri Jalan: Kisah Pemberontakan Madiun September 1948","Soe Hok Gie",2442,4.08,46,312,NA,NA,"Yayasan Bentang Budaya",NA,"Indonesian",NA,NA,"Madiun 1948, PKI di bawah pimpinan Musso melakukan pemberontakan hebat. Ini kali kedua PKI melakukan perlawanan bersenjata setelah apa yang mereka lakukan pada 1926. Akibat pemberontakan tersebut, ribuan jiwa melayang. Mereka bukan saja rakyat yang tidak berdosa, melainkan juga para pelakunya.Peristiwa yang kemudian disebut sebagai Madiun Affair ini ternyata sangat menarik"
"Larung","Ayu Utami",2389,3.42,235,264,2001,2001,"KPG",NA,"Indonesian","Saman #2",NA,"Buku ini adalah kisah lanjutan novel Saman. Di penghujung masa Orde Baru. Saman telah tinggal di New York sebagai pelarian politik. Ia bertemu lagi dengan empat sahabat yang dulu membantu ia kabur dari Indonesia—Shakuntala si pemberontak, Cok si binal, serta Yasmin dan Laila yang diam-diam mengagumi dia.Kini mereka memiliki misi baru: membantu tiga aktivis mahasiswa kiri m"
"Seribu Kunang-Kunang di Manhattan","Umar Kayam",2388,3.83,80,146,1999,1972,"Yayasan Obor Indonesia",NA,"Indonesian",NA,NA,"INILAH New York, dan Umar Kyam bercerita dari dalamnya. New York adalah satu raksasa pemakan manusia. Raksasa ini entah karena kena penyakit apa, tidak pernah merasa kenyang biar dia sudah makan berapa ribu manusia. Karena itu mulutnya terus saja menganga tidak sempat menutup. Segala manusia, putih hitam, kuning, coklat, besar, kecil, ditelannya tanpa pilih-pilih lagi”. Um"
"Musik Musim Hujan (Keluarga Cemara, #2)","Arswendo Atmowiloto",2305,3.77,10,NA,1999,NA,"Gramedia Pustaka Utama",NA,"Indonesian","Keluarga Cemara #2","Indonesia",NA
"Moga Bunda Disayang Allah","Tere Liye",2229,4.09,390,308,2007,2006,"Republika",NA,"Indonesian",NA,NA,"Diangkat dari salah satu kisah nyata paling mengharukan, ditulis kembali dari salah satu film terbaik sepanjang masa."
"Jalan Tak Ada Ujung","Mochtar Lubis",2206,3.9,79,167,1992,1952,"Yayasan Obor Indonesia","Fatimah, Hazil, Guru Isa","Indonesian",NA,"Jakarta,1946(Indonesia)","Jakarta selama bulan-bulan setelah Proklamasi Kemerdekaan Indonesia tanggal 17 Agustus 1945, adalah kota yang dicekam ketegangan. Ketegangan antara kelompok pemuda-pemuda pejuang kemerdekaan dengan berbagai kesatuan tentara Jepang yang menunggu-nunggu kedatangan tentara sekutu, karena pemuda-pemuda pejuang kemerdekaan sedang asik mengumpulkan persenjataan dari pasukan-pasu"
"Max Havelaar","Multatuli",2194,3.5,364,321,1995,NA,"Querido","Saijah, Adinda, Max Havelaar","Dutch",NA,"Java(Indonesia)","An alternate cover for this isbn can be found here.De lange ondertitel van Max Havelaar, `of de koffij-veilingen der Nederlandsche Handel-Maatschappij , riep destijds veel kritiek op. Het boek leest inderdaad allerminst als een bedrijfsgeschiedenis. Veel meer is het een aanklacht: tegen koloniale uitbuiting en een corrupte bureaucratie in het Nederlands-Indië van de negent"
"Bumi Cinta","Habiburrahman El-Shirazy",2171,3.99,334,546,2010,NA,"Basmala",NA,"Indonesian",NA,NA,"Apa jadinya, jika seorang santri salaf, bernama Muhammad Ayyas, hidup di negeri paling menjunjung tinggi seks bebas dan pornografi, yaitu Rusia? Akankah iman dan kehormatannya dipertaruhkan demi memenuhi hasrat duniawi nonik nonik muda Moskwa, yang kecantikannya tiada tara?"
"Cantik itu Luka","Eka Kurniawan",2167,3.97,1196,537,2002,NA,"AKYPress","alamanda","Indonesian",NA,"Indonesia","Di akhir masa kolonial, seorang perempuan dipaksa menjadi pelacur. Kehidupan itu terus dijalaninya hingga ia memiliki tiga anak gadis yang kesemuanya cantik. Ketika mengandung anaknya yang keempat, ia berharap anak itu akan lahir buruk rupa. Itulah yang terjadi, meskipun secara ironik ia memberinya nama si Cantik.Lewat novel ini, Eka mengisahkan nasib anak-anak manusia dal"
"Orang-Orang Bloomington","Budi Darma",2155,4.04,160,246,2004,1980,"Metafor Intermedia Indonesia",NA,"Indonesian",NA,"United States of America","Orang-orang Bloomington adalah karya penting Budi Darma. Kumpulan cerita ini merupakan salah satu karya Sang Maestro yang, berbeda dengan kebanyakan karyanya, tidak bertemakan hal-hal abstrak. Melalui cerita-cerita yang ditulis pada periode akhir 1970an ini, pembaca tidak hanya diajak menelanjangi pergolakan emosional para tokoh di dalamnya, tetapi juga menyelami berbagai"
"Merpati Tak Pernah Ingkar Janji","Mira W.",2093,3.53,39,183,1999,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"""Selamat, Maria!"" seru Guntur, susah payah mendekati gadis itu. ""Mainmu bagus sekali! Benar nggak sih kakimu dari kayu?"". ""Dia cewek pilihan Tuhan!"" bentak Rena kepada Guntur. ""Kamu jangan kurang ajar!"". ""Satemu kutambah dua porsi lagi kalau kamu berhasil mengajak dia, Ren!"". ""Huu, sate sih apaan! Kalau Maria yang kamu mau, upahnya mesti bistik ayam!"". ""Bistik gajah pun bo"
"Negeri Senja","Seno Gumira Ajidarma",2024,3.79,74,243,2003,NA,"Kepustakaan Populer Gramedia",NA,"Indonesian",NA,NA,"Daftar Isi: Prolog Matahari Tidak Pernah Terbenam di Negeri SenjaBagian 1 Penunggang Kuda dari Selatan Peristiwa di Kedai Penginapan Para Leluhur Rumah Bordil di Padang Pasir Perempuan dari Balik CahayaBagian 2 Komplotan Pisau Belati Usaha Pembunuhan Tirana Tirana, Perempuan Penguasa yang Buta Kaum Cendekiawan dalam Kegelapan Suatu Ketika di pasar Penangkapan Tokoh Perlawa"
"Madre: Kumpulan Cerita","Dee Lestari",1993,3.74,653,162,2011,NA,"Bentang Pustaka",NA,"Indonesian",NA,NA,"“Apa rasanya jika sejarah kita berubah dalam sehari? Darah saya mendadak seperempatTionghoa, Nenek saya seorang penjual roti, dan dia, Bersama kakek yang tidak saya kenal, Mewariskan anggota keluarga baru yang tidak pernah saya tahu: Madre.”Terdiri dari 13 prosa dan karya fiksi, Madre merupakan kumpulan karya Dee selama lima tahun terakhir. Untaian kisah apik ini menyuguhk"
"Merahnya Merah","Iwan Simatupang",1983,NA,23,124,1987,1968,"Gunung Agung",NA,"Indonesian",NA,NA,"“Sebelum revolusi, dia calon rahib. Selama revolusi, dia komandan kompi. Diakhir revolusi, dia algojo berdarah dingin. Sesudah revolusi, dia masuk rumah sakit jiwa!”Pembukaan novel yang mencekam seperti itu, sampai dengan tahun 1960 silam, merupakan pembukaan novel yang khas milik Iwan Simatupang. Pembukaan novel yang padat, penuh dengan pandangan-pandangan hidupnya. Ini j"
"Namaku Hiroko","Nh. Dini",1964,3.63,60,247,1986,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"Kali ini Nh. Dini bercerita mengenai wanita Jepang, Hiroko namanya. Seorang gadis desa yang mengadu untuk di kota besar. Mula-mula ia bekerja sebagai pembantu rumah tangga, kemudian beralih ke sebuah toko besar (pada siang hari) merangkap penari di sebuah kabaret (pada malam hari). Walaupun Hiroko banyak mengalami cobaan dalam mencapai cita-citanya, toh ia merasa puas deng"
"Saksi Mata","Seno Gumira Ajidarma",1904,3.94,65,166,2002,1994,"Yayasan Bentang Budaya",NA,"Indonesian","Trilogi Insiden","Timor-Leste","Saksi mata itu datang tanpa mata. Ia berjalan tertatih-tatih di tengah ruang pengadilan dengan tangan meraba-raba udara. Dari lobang pada bekas tempat kedua matanya mengucur darah yang begitu merah bagaikan tiada warna merah yang lebih merah dari merahnya darah yang mengucur perlahan-lahan dan terus menerus dari lobang mata itu."
"Kamus Besar Bahasa Indonesia","Pusat Bahasa",1879,4.3,20,1090,2001,NA,"Pusat Bahasa",NA,NA,NA,NA,"Indonesian unabridged dictionary."
"Perburuan","Pramoedya Ananta Toer",1838,3.81,62,173,1994,1950,"Hasta Mitra",NA,"Indonesian",NA,"Indonesia","Novel pendek PAT – ditulis semasa ia di dalam penjara – memaksa kita mengingat-ngingat terus bahwa kebebasan tidak bisa dianggap gampang saja datang dengan sendirinya. Perburuan memiliki segala kewenangan yang sah dari seorang yang mampu bertahan, dan mengandung sebanyak-banyak kebenaran semampu kita menulisnyaLawrence Thornton , penulis ”Imagining Argentina”"
"Sepotong Senja untuk Pacarku","Seno Gumira Ajidarma",1828,3.95,191,220,2002,NA,"Gramedia Pustaka Utama",NA,"Indonesian",NA,NA,"Kisah cinta Sukab yang mengirimkan sekerat senja dalam amplop untuk Alina, pujaan hatinya, namun baru sampai sepuluh tahun kemudian, menjadi kisah utama dalam kumpulan cerpen tentang senja yang sangat populer ini. Setelah satu dekade berlalu, keindahan senja yang diabadikan Seno ternyata banyak dijadikan bagian dari surat cinta untuk memenangkan hati para gadis di dunia ny"
"Galaksi Kinanthi: Sekali Mencintai Sudah itu Mati?","Tasaro G.K.",1826,4.02,235,432,2009,NA,"Salamadani",NA,"Indonesian",NA,NA,"Novel ini bercerita tentang seorang gadis kecil dari sebuah dusun kecil di Gunung Kidul yang dijual orang tuanya hanya demi 50 kilogram beras untuk makan. perjalanannya tidak dimulai dari situ saja. Perjalanannya dimulai jauh sebelum ia dijual. Sepanjang hidup di dusun itu, ia sudah diperlakukan tidak wajar oleh warga dusun. Dikucilkan dan dianggap hina hanya karena kemisk"
"Dilarang Menyanyi di Kamar Mandi","Seno Gumira Ajidarma",1821,3.7,61,132,1995,NA,"Subentra Citra Pustaka",NA,"Indonesian",NA,NA,"Seorang primadona yang memiliki suara emas, sampai-sampai para pria sekampung baik tua maupun muda, tergoda oleh alunan merdu suaranya saat menyanyi di kamar mandi.Tentu saja, aksi itu menuai protes para perempuan kampung hingga ketua RT terpaksa mengeluarkan peraturan baru: DILARANG MENYANYI DIKAMAR MANDI!Daftar Isi :1. “Dilarang Menyanyi di Kamar Mandi” (2005), ditulis p"
